entry_date,exit_date,entry_pos,entry_price_H,entry_price_I,entry_z,exit_price_H,exit_price_I,exit_z,trade_pnl,pair_ret,trade_length_days
2020-11-13,2020-11-20,1,643.5111694335938,469.617919921875,-2.1683132735400887,664.7515869140625,464.4434814453125,-0.10153349188256153,0.04402546968368215,0.04402546968368215,7
2020-12-04,2020-12-17,1,656.2031860351562,485.5765380859375,-2.0822938099344293,682.81884765625,493.6524963378906,-0.20332623286151064,0.023928402451273367,0.023928402451273367,13
2021-04-26,2021-05-28,1,665.2962036132812,571.7045288085938,-3.1013313473646202,712.0155029296875,621.949951171875,-0.3476401006642807,-0.017663739601980977,-0.017663739601980977,32
2021-06-23,2021-06-25,-1,703.5147705078125,604.2020874023438,2.1794073748707645,717.5328979492188,627.7046508789062,0.3872126444733353,0.018972667538383003,-0.018972667538383003,2
2021-07-13,2021-08-13,1,714.336181640625,643.1314086914062,-2.530967727247362,725.91796875,683.6697998046875,-0.3611565939308968,-0.046819471042598426,-0.046819471042598426,31
2021-10-25,2021-11-25,1,788.13134765625,816.4653930664062,-3.73003526820109,725.7990112304688,728.5331420898438,-0.3588072482950056,0.028609920318648285,0.028609920318648285,31
2022-01-12,2022-02-04,1,740.4010620117188,799.0536499023438,-2.072628674541541,724.87158203125,780.914306640625,-0.3895686399908949,0.0017266168494218803,0.0017266168494218803,23
2022-04-04,2022-04-07,-1,788.0361938476562,724.216552734375,3.507332158839156,721.4231567382812,726.1080932617188,-0.21819021300131503,0.08714227228147842,-0.08714227228147842,3
2022-04-18,2022-05-10,1,663.7283325195312,735.080810546875,-2.805695805647983,637.8536987304688,689.9749145507812,-0.38757592272402724,0.022378047769729292,0.022378047769729292,22
2022-06-13,2022-06-17,-1,638.317138671875,667.3734741210938,2.721335863023709,620.5861206054688,666.2579345703125,0.30164437243009523,0.026106219385340967,-0.026106219385340967,4
2022-10-06,2022-10-14,1,691.4381103515625,864.05810546875,-2.1374208353780917,692.400390625,849.2252807617188,0.015594249352622517,0.018558175182861292,0.018558175182861292,8
2023-01-18,2023-02-02,-1,787.8159790039062,848.493408203125,2.31997745493027,771.4802856445312,837.1736450195312,0.17771848535305337,0.007394402775270814,-0.007394402775270814,15
2023-03-02,2023-03-09,1,762.38623046875,833.3678588867188,-2.0938301523130884,784.6402587890625,835.2708129882812,-0.18880916341869639,0.026906515911299556,0.026906515911299556,7
2023-03-22,2023-03-29,1,758.2241821289062,839.4180908203125,-2.0260147413617635,763.9981689453125,830.4403076171875,-0.43751989419290704,0.01831039090791753,0.01831039090791753,7
2023-05-05,2023-06-16,1,782.2103881835938,904.5554809570312,-3.1483150426270794,780.0355224609375,911.6303100585938,-0.3059984977267154,-0.010601742587350582,-0.010601742587350582,42
2023-06-21,2023-07-05,-1,796.0231323242188,902.3598022460938,2.565514916782764,814.3712768554688,934.8553466796876,0.23553484546720974,0.012961974630115947,-0.012961974630115947,14
2023-07-28,2023-09-06,1,799.8680419921875,972.1324462890624,-2.1039187261017136,776.507080078125,942.0584716796876,-0.0645930968023402,0.0017300678419933657,0.0017300678419933657,40
2023-09-20,2023-10-04,1,761.0304565429688,971.2302856445312,-2.6474029215432204,744.4102172851562,915.0510864257812,0.3495238383023286,0.03600421047224944,0.03600421047224944,14
2023-11-03,2023-11-16,1,722.1199951171875,918.7406616210938,-2.306036013039375,734.0924072265625,920.9051513671876,0.1325599417568826,0.014223601598406077,0.014223601598406077,13
2023-12-21,2024-01-10,-1,820.892822265625,988.2020874023438,2.1932649242214333,805.92724609375,977.0350952148438,0.2255618777690761,0.006930540472689706,-0.006930540472689706,20
2024-01-17,2024-03-12,1,748.279296875,965.9173583984376,-2.2015581867926475,710.3421630859375,1059.483642578125,-0.33588945927690195,-0.1475669571647018,-0.1475669571647018,55
2024-04-04,2024-04-23,-1,743.461181640625,1061.451416015625,3.221820861194449,733.7274169921875,1072.6676025390625,0.4939443992928504,0.023659338113322992,-0.023659338113322992,19
2024-06-05,2024-06-26,-1,765.5520629882812,1090.7708740234375,2.1754327892936263,839.40380859375,1198.357421875,0.40697498536305243,0.002164886062343774,-0.002164886062343774,21
2024-07-08,2024-07-25,1,806.7698974609375,1215.1324462890625,-2.083249277780539,797.5199584960938,1178.58154296875,-0.41706477854276863,0.01861436979135389,0.01861436979135389,17
2024-10-14,2024-10-15,-1,832.7931518554688,1222.3184814453125,2.386727339662854,830.81982421875,1245.8865966796875,0.4892963195854887,0.021651013946111797,-0.021651013946111797,1
2025-01-06,2025-01-21,1,843.84375,1254.4207763671875,-2.5662978163255414,810.2479248046875,1186.9910888671875,0.2500779138230805,0.013940793074236901,0.013940793074236901,15
2025-02-28,2025-03-12,-1,854.6477661132812,1194.8802490234375,3.405158400842212,844.1644287109375,1234.425048828125,0.11125012853385856,0.04536146581569489,-0.04536146581569489,12
2025-03-21,2025-03-25,1,873.3696899414062,1332.81591796875,-2.0653496979509987,898.5789184570312,1333.4112548828125,-0.48031670381850095,0.028417651197964577,0.028417651197964577,4
2025-06-09,2025-07-18,-1,976.2539672851562,1423.8138427734375,3.019345090700915,976.2705078125,1414.8826904296875,-0.14318254621692036,-0.0062896395183070775,0.0062896395183070775,39
2025-09-01,2025-09-05,1,950.5999755859376,1411.0,-2.3884405772504476,963.4000244140624,1402.800048828125,-0.20561002354693766,0.01927667821145751,0.01927667821145751,4
